asin,Review ID,Title,Body,Rating
B08RS8BG8H,R288G8US8PS2IN,"
Does the job
","
Good value for the money
",5.0
B08RS8BG8H,R1KB8UN7WH21I6,"
fishing
","
Like everything about it
",5.0
B08RS8BG8H,R28GPZ2UTKMRIA,"
Great swim baits
","
Finally got to use the lures today and These lures are great. Very good action in the water very life like. Caught a 3 lb bass using the clown swim bait. slow rolling it works the best in my opinion. 10/10 would recommend
",5.0
B08RS8BG8H,R2WVN81CNMF0UE,"
These work!
","
These baits are awesome and work! They are very real looking and great swimming action
",5.0
B08RS8BG8H,RLINUE0VXFW8S,"
Great set of lures for different fish type and size
","
Great set of lures. Was looking for a set for times I do can not have worms or other bait. Love that the assortment comes with 4 different size and an assortment of colors. Can’t wait to use these at different lakes.
",5.0
B08RS8BG8H,R2WU8DX4DYIDMQ,"
Nice action
","
Great durability, great value for price, work great!
",5.0
B08RS8BG8H,R2UTPJ11Y0EC15,"
Awesome value!
","
Great action in the water!  I haven't caught anything on them yet but it's only a matter of time with how these guys move!
",5.0
B08RS8BG8H,R25JFRQNYPWF0L,"
Great Tackle
","
Great quality fishing lures. The box is small and can fit easily in a waist tackle box. Very good quality lures for your money.
",5.0
B08RS8BG8H,R336HIFBQLHAGP,"
Great value, looks like little bait fish with swim action
","




                    The media could not be loaded.
                



 This is a nice set of swimbaits. Looks like small fish, very soft plastic and has good swim action.  Great lure for large mouth bass.
",5.0
B08RS8BG8H,R3TVD27YP1CPDY,"
The one that looks like a perch was perfect
","
It was great but I lost both of them to an unknown I almost caught it but it got away with it and my swivel
",5.0
B08RS8BG8H,R2WPLN5DOMRT,"
Love em!
","
I love these swim baits they work perfectly the quality is amazing no lie item is just like it's described I have told all of my fishing friends about this company and product. Top of the line and a price to match it's a win/win .
",5.0
B08RS8BG8H,R3VC83OKIVRWSE,"
Perfect looking
","
Very nice lures, super sharp hooks. Looks great with awesome colors. I really like the carry case as well as it will make it easier to store & sort them out.
",5.0
B08RS8BG8H,R22LBRIE9MK6YV,"
Great lures
","
These lures are definitely amazing. The texture is great. I would definitely buy these again
",5.0
B08RS8BG8H,R1NVW2BPVVQWR4,"
Simple and Great
","
For the cost, this item is great.  Not the hugest set of lures, but solid, and I was able to pull some nice largemouth bass, and even a great-sized pike using the lures.Great price, solid lures, would recommend!
",5.0
B08RS8BG8H,R1DVQCU9BEXRBX,"
Great deal
","
I have to say the same dates were pretty good the action is better than I thought it was gonna be the plastic is soft but not too soft
",5.0
B08RS8BG8H,R35DYFMMX41SKQ,-,"
RAPIDITÉÉ DE LIVRAISON ET ITEM PARFAIT
",5.0
B08RS8BG8H,R326OS21MQTC7I,-,"
Bon achar
",5.0
B09QFWX8MQ,R3CWHCJDZRWUNO,"
$10 for 5 !
","
What a deal. I guarantee they'll be sold out soon. Look anywhere else they're $5 each. Given these are generic but still 5 for $10 gives me an opportunity to experiment a little bit hook it difficulty, toss it with out a care, and if I loss it., Well I got four more ;)
",5.0
B09QFWX8MQ,R3V612ELPJY9NX,"
Great price and profile
","
If these came in a lifelike pattern they would be perfect. Track great and have a very good tail action. And they hold up better than the name brand ones.
",5.0
B09QFWX8MQ,R2DR54EBH57HRW,"
Great look, great accessories, poor action.
","
Comes with some cool stuff for rigging, but unlike the berkley gilly that this is based on, it has no real action on it's own
",2.0
B09QFWX8MQ,R1V1SMUBRMY5Q2,"
The stupidest thing I ever purchased.
","
As an avid bass fisherman for over 40 years I can't even get a bite with these things and 4 different lakes where I usually do very well.
",3.0
B09QFWX8MQ,R3GZTPY3MQ7YCE,"
Great swim bait!
","
Great swimming action and works with a swim jig as well.
",5.0
B09QFWX8MQ,R36HJREAHT3KTY,"
Excellent. Much better than the Berkley version
","
These work great they have Excellent swimming action, much better than the Berkley version, I initial bought the Berkley ones but after only 2/3 uses the “HD” bluegill image immediately began to peel off like a temporary tattoo on top of that the plastic around the nose/mouth just started ripping apart which is weird since Berkley is a big company and they’re much more expensive. Then I found these Dovesun ones and they work great, same realistic swimming action as the Berkley ones but these actually last. On top of that the fact that they’re cheaper yet includes both the styrofoam and screw weights needed to properly set this up makes these Dovetail baits far superior. The only downside is that they are kind of cumbersome to rig properly, not a deal breaker at all just unfortunate. All and all though these are a fantastic swimbait that look incredibly realistic once they are swimming, they’re instantly a staple in my box now
",4.0
B071XBD2JK,RP6ZBTO4YVXI3,"
Bang for your buck!
","
Didn’t expect such a great product for this price!
",5.0
B071XBD2JK,R3J0COM0NNRK9P,"
YUM
","
Only had one day to fish with and missed 2 fish but it’s nice weight as a trailer, slightly fuller than a tube as in not completely hollow
",5.0
B071XBD2JK,R3C89DXUL9YGNZ,"
strong bait
","
strong construction and swims well with a shaky head jig. no luck on em yet but ive not had to much time to use em.
",5.0
B071XBD2JK,R25JHG7U90Y14H,"
Ill always have these with me
","
These are dangerous in the water
",5.0
B071XBD2JK,RQYX4LO3SABKH,"
Excellent quality
","
Love this brand Tube! Solid head design hokds hooks fir texas rigging!
",5.0
B071XBD2JK,R2TNOLQ4HE7J4Y,"
Five Stars
","
Very good, very good seller.
",5.0
B071XBD2JK,R22ZDX87JYBT40,"
Five Stars
","
Very good, very good seller.
",5.0
B071XBD2JK,R2U2IANRR4RZUG,"
Excellent company and arrived on time
","
This is the only tube that i’ve found with a 1” solid front end which makes it perfect for Texas rigging or flipping… i’ve already ordered more in different colors
",5.0
B09LHXD7PH,R3U9K5G5VIA27F,"
simple and effective
","
All I can say is they work
",4.0
B09LHXD7PH,ROE62FODQTCCJ,"
Great fishing lures
","
Fast speedy delivery with great lures..
",5.0
B09LHXD7PH,R1B2P7XHJZGCKP,"
good baits
","
great variety
",5.0
B09LHXD7PH,R3BFF17LG2QH0I,"
It was what I was looking for
","
Bait is too small
",3.0
B09LHXD7PH,RMG764TEJFXTM,"
This bait has no action.
","
There isn’t any tail action. It just goes straight through the water.
",1.0
B09LHXD7PH,R1IIZM10OW8PY1,"
Fishing
","
Great product
",5.0
B0947QFJ49,R12OF8BAWQIONQ,"
A bit too soft to be useful
","
Just not enough substance to hold up as a good motion lure
",3.0
B0947QFJ49,R14ERBZCRL30KA,"
They are ok. c
","
Not the look or action I was hoping for.
",3.0
B09PTS2ZJK,R33JLRSOPPEQI8,"
Works great w/jigs or solo
","
Good plastics
",5.0
B085DM3NP8,R1DNGDH061KEE5,"
Awesome
","
Love it
",5.0
B085DM3NP8,R39FC99CMUWEDM,"
Fish magnet
","
I caught alot of Crappie with this bobby garland . And catfish and perch! Very satisfied!
",5.0
B085DM3NP8,R2BFUHWTI8OEBO,"
Perfect size for crappie
","
Great action from the paddle tail.
",5.0
B085DM3NP8,R3S2NNOXHRQOC8,"
Fish catcher
","
Great product
",5.0
B085DM3NP8,R3RKU2MGXEDLBH,"
Fish catcher
","
Great product
",5.0
B085DM3NP8,R21HCOAYOK0Y0F,"
Great fish bait
","
Great product
",5.0
B085DM3NP8,R8YUFYUCVAWCJ,"
Fish catcher
","
Great product
",5.0
B085DM3NP8,R5B43R6MMSMYR,"
Lure
","
Crappie magnet! Not to mention the other species that can’t resist biting.
",5.0
B085DM3NP8,R1607FKKZIHTNJ,"
Worked as expected
","
No problems
",5.0
B085DM3NP8,R2A83DPOV8CR6F,"
Color was not what was shown. Disappointed with swimming action.
","
I test all these baits in my pool. The Bobby Garland Baby Shad is a fantastic jig bait for crappie, but I have to admit I was not that impressed with this bait. I guess I expected a little more swimming action, in my opinion the tail paddle could have been a little larger, its still a great jig bait to use. Also the color ""Ice Out"" does not fit the picture, the top half portion of the bait that looks like a brilliant chartreuse in the photo is really a clear with a slight tint of chartreuse. In my opinion almost the oposite or reversed compared to the photo.
",3.0
B085DM3NP8,R2WWAJUNUQPNG1,"
Cool
","
Nice
",4.0
B085DM3NP8,R1TKIK2WI5W8T0,"
Will order again
","
Products were just what my husband order and at a good price. Thank you. They worked great. He loves fishing
",5.0
B085DM3NP8,R2513SH7ZCXGHO,"
Looks like a tiny fish. 👍🏻👍🏻👍🏻👍🏻👍🏻
","
Finesse swim baits. I hope the Crappies find these as irresistible as I do.
",5.0
B085DM3NP8,R1S7053K93TOGM,"
Right color, great action.
","
I’ve always used this color for muddy water and it has delivered. This particular brand has a great action in the water and delivery was guick.
",4.0
B085DM3NP8,R3042U1UYGVBTY,"
Great baits
","
These are my go to crappie baits both thru the ice and open water.
",5.0
B085DM3NP8,R2N7MVBHCNAPF1,"
Effective
","
If they continue like they did today I'll be buying more soon.
",5.0
B085DM3NP8,R1QTUAQB01HNHC,"
Nice
","
Perfect
",5.0
B085DM3NP8,R3K564PZW3SXD1,"
Looks great
","
Looks great cant wait to use it
",5.0
B085DM3NP8,R346EZVZLH8H2I,"
Love em.
","
These are great.
",5.0
B085DM3NP8,R1P877NY477N1I,"
Only comes with 6 in the package.
","
The paper sticker on the package says it’s a 15 pack of baits. There are only 6 in the package.
",1.0
B085DM3NP8,R3G2EYKG06A9MV,"
Bobby G
","
Richard Gene the fishing machine uses these and so do I.
",5.0
B09F9DXZL4,R35M0PSEIV2UW1,"
Delivery
","
Product as advertised
",5.0
B00EO97COA,R32NUS8PBHEG1T,"
Fish love them
","
These work really well on several species of fish. Bluefish really tear them apart so the lure doesn’t last very long when they are around but it’s fun. I just wish I could get replacement soft bodies because it seems wasteful to throw the perfectly good jig part away.
",5.0
B00EO97COA,R1WGD55HSQT3VI,"
A better value than other retailers
","
These lures have scent built in, doesn't hurt to add some attractant though. I use shad scent spray, very effective.
",5.0
B00EO97COA,RFH4EXPACBAGP,"
Good bait
","
Worked well. Did catch fish!
",4.0
B00EO97COA,R2DCR7R44GA62E,"
Good
","
I really like these baits for pike, they love 'em. Bass too
",5.0
B00EO97COA,R23NXX3DBOAKKP,"
It works
","
Good stuff
",5.0
B00EO97COA,R1W6VE9MH5KF1O,"
Must buy
","
Really loving this swim bait. I've caught multiple fish on it and it's still in great shape. Very durable and the fish obviously love it.
",5.0
B00EO97COA,RK2LAL72OGSCO,"
Best striped bass swim bait I’ve found
","
I use the 4 inchers to help separate the diapers from the stripers!
",5.0
B08GKKCHGS,RSRID7CIQCH7R,"
Worked good but feels different than others
","




                    The media could not be loaded.
                



 Worked good but feels too slimy
",4.0
B08GKKCHGS,R3SVT0X2NEK0FZ,"
Great worm
","
These worked and performed as well as my seiko's, will buy again.
",5.0
B08GKKCHGS,R3GABRFNL3E68Y,"
Awesome products
","




                    The media could not be loaded.
                



 Was super excited to try these worms! They did not disappoint! I bought the 5” in the more natural colors (green pumpkin , June bug etc).  I rigged them wacky style- I used a small jig head and weightless with just a hook. The worms were very durable, holding up to several fish catches. Even when they became damaged you can cut them down and rig them as a Ned style bait. I caught largemouth bass, bluegill and crappie using these. They held up great and more importantly they. flat out caught fish!
",5.0
B08GKKCHGS,R1W028NJTT6ZWX,"
Working good for me.
","
Will cast a great distance.
",4.0
B08GKKCHGS,R1UE1UIJZJOISL,"
Good value
","
They work well and last a decent amount of time
",5.0
B08GKKCHGS,RHTTGKPPMRUHZ,"
Great looking baits with Nice action
","
These baits are sturdy and have great action underwater. The colors they come in are on the darker/natural side, and I wish there was a little more variety, but they are good for some conditions. You get enough of these that you can experiment. They are easy to rig up a variety of ways, both weedless and with jig heads and have nice action no matter how they are rigged. Come in a nice box too.
",5.0
B08GKKCHGS,R20TXQ1PBFJ700,"
Awesome set of Senko plastic worms !
","
This is a perfect set of worms ! Not much to say except I’ve caught A LOT OF FISH with these baits !! Time and time again the Senko worms never fail when bass fishing in my favorite lakes.
",5.0
B08GKKCHGS,R1S9686J80F264,"
Nice stick/soft baits
","
Used for bass, caught some nice ones but trying  HARD to land that 5-7lb before the seasons over with these
",5.0
B08GKKCHGS,R10CFEJMU28EID,"
Cheaper, same results!
","
Work just like the name brands! Just as good quality and they catch fish!
",5.0
B08GKKCHGS,R38AUP37RPYUL,"
Awesomeness
","
will order again..an again again..these are great for me an how I fish..thanks great product..
",5.0
B08GKKCHGS,R242GAGDL2SFWY,"
They are really good
","
good worms got here fastAnd than work
",4.0
B08GKKCHGS,RREYGQMQM2Y9L,"
They are amazing
","
These lures work great my son loves them he loves the colors we will be buying more
",5.0
B08GKKCHGS,RLURMGLQSYTOF,"
They look great!
","
No problems...order came quickly, product nicely packaged and items look great. I haven't used them yet because they are a gift for my relative...yes, a fisherman!  Thanks!
",5.0
B08GKKCHGS,R3H4KA3JM6ON88,"
Great set.
","
Perfect set and work great!
",5.0
B08GKKCHGS,RV31R7ED5NWLA,"
good stuff
","
im happy
",5.0
B08GKKCHGS,R32O76UIHF5LC6,"
Exactly what I needed
","
Received the item as expected!
",5.0
B08GKKCHGS,R2865ZFND8T19A,"
Good
","
Solid plastic worms
",5.0
B08GKKCHGS,R1DH5RNKSS7E2J,"
Great bait
","
Great bait
",5.0
B08GKKCHGS,R3G8BZA4N1QZ5J,"
Pretty Good
","
I like to run senkos on a whacky rig, the bass around here love them.  5"" senkos are a little better for that rig because the sides flutter on the drop a little more.  Not sure why the title says 4"" 5""....these are definitely 4"".  The colors are great though and very similar to name brand lures.  They're also soft and flexible and have good action for their size.  Good value as well.
",4.0
B08GKKCHGS,R2UHMA9540GWSO,"
A nice collection of fishing worms
","
I am not sure exactly what ""Salt Impregnation"" is exactly but they claim it helps the gear sink faster in the water. I honestly couldn't really tell the difference.What I can say is that this is a good collection of $"" and 5"" worms. They have a bit of a sparkle to them which could help with fish attraction. When placing them on the hook I got the same type of resistance with more expensive worms I have bought in the past.In the end I am quite happy with this collection and I feel you are getting a good value for your money.
",4.0
B08GKKCHGS,R14QT9B4TDS0ST,"
Perfect for wacky rig
","
For an excellent addition to my tackle, I ordered the Mgotu 4"" Senko Soft Plastic Worms. I like the large quantity of soft plastic worms that come separated by color in the little box. The length is large enough to catch big bass while not being overly intimidating. The colors are mainly darker colors with shiny glitter speckles inside of each worm, which really make a difference underwater when it comes to capturing the attention of the fish. Each unit is hefty, flexible, and can be reused several times. I will be using a wacky rig most of the time when fishing these worms, in hopes of getting more movement from the ends of the worms. I will also vary the color of the worm being used depending how clear or stained the water is. I know the bass out there are actively looking for meaty worms like these, FISH ON!
",5.0
B08GKKCHGS,R1489A4BBMTIFP,"
Perfect colors, great movement
","
I use these worms on a drop shot with a texas rig, and they work great for lake and pond fishing, The colors match any hue, and although they are mostly dark and I would have liked some brighter colored lures, they still work incredibly well and are perfect for my use. They don't rip at all and are easy to reuse, unlike, some that sort of begins to break apart after a single-use. The box is nice and I will definitely be using this on future fishing trips! Don't hesitate to buy this!
",5.0
B08GKKCHGS,RCR6CV7ZX6O6U,"
Good quality fish catchers.
","
Bass (largemouth or smallmouth) love plastic worms. This style of worm catches a lot of fish and they are quite flexible in how they can be used. While most folks very successfully use weights and keep them deep, I prefer to fish them with an ultralight rod and no weights, concentrating on fishing near the surface or in shallow water. These lures are nicely made and pretty durable. the price is reasonable. I like the colors of these worms, too - quite natural looking in the water.
",5.0
B08GKKCHGS,RZVSCTCQRYEFV,"
Great product
","
Love the bag. Fits in my kayak well and leaves me room for other items
",5.0
B08GKKCHGS,R1Y9VJT8D2BORM,"
Worked as adverised
","
it's a fishing lure...I use it to lure fish
",4.0
B0B465NXX3,R24S6GC7CKU4YD,"
Complete Roboworm drop shot kit
","
This is the new go to method on my home lake. Wish the worms came in assorted colors though instead of just the one white color which is probably the least effective of all colors. Maybe they were trying to get rid of the white.
",3.0
B0B465NXX3,R1EADDDYL3NW9N,"
Nice little kit
","
I was pretty pleased with this kit, and I would have given it five stars if I had actually caught something with it. But the quality of the worm plastic is nice and I could see fish biting this in the right conditions. The hooks were a bit small though. I wouldn’t have chosen this kind of hook for lure fishing because it seems like it could easily get snagged on weeds.All in all, this is a decent little kit to test your luck at freshwater lure fishing. I would recommend this to casual freshwater fishermen that don’t want to get a lot of tackle specially for freshwater. It’s convenient and it could be effective in the right hands.
",4.0
B0B465NXX3,R82USNSGOSEM9,"
Drop shot starter kit
","
If you’re new to this technique good kit to get you started. Included are 4.5” straight tail soft body worms, a selection of hooks and drop shot weights of different sizes.
",4.0
B0B465NXX3,R1ERG1ERSJPJHC,"
Nice drop-shot rig kit for bass fishing
","
The kit includes plastic worms, 6 drop-shot weights plus hooks.  Designed especially for bass fishing.  The kit is a good value but the hooks are not sturdy.  I recommend better hooks if you're goal is  larger fish.
",4.0
B0B465NXX3,R346COGNLWI818,"
pretty good set
","
The worms are great, the hooks are OK (if a bit on the weak side for larger fish), and it comes with drop-shot weights. Decent for a beginner
",4.0
B0B465NXX3,R320I679C7NX95,"
Great Drop Shot Kit!
","
I drop shot for bass when the bass are slow to react to any baits.  The plastic worms were good quality, and easily went on the hook.  The drop shot weights worked great as well.  It is a really affordable drop shot kit with everything you need to drop shot.
",5.0
B0B465NXX3,R28RK1S6UIK2H5,"
nice pack
","
Nice pack of drop shot rigs. The plastics feel like all the others, the weights seem sturdy, and I can't wait for the ice to thaw and give these a shot on the shallow river I frequent. I've bought a couple pieces to make these in the past but always lose them, so it's nice to finally have a dedicated pack. I'm finding it better to have just a couple rigs separated in my tackle bag for the task at hand, and these will add to the collection perfectly.
",5.0
B0B465NXX3,R3GS0ZWNHA5H0Q,"
BASS CANDY
","
These rubber worms are bass candy.  I even caught crappie and bluegills on this product.  There is salt and scent on these worms which attracts fish like crazy.  I love the color combination also.  The drop shot seems to help with hook up ratio when the bite is subtle and hard to detect.  The hooks are outstanding quality and super strong and sharp.
",5.0
B0B465NXX3,R28301M9YK2F3P,"
Nice worms
","
Have used the sand worm multiple times now and it’s held up good. Easy to place on the hook and stays well. Caught a few fish but nothing picture worthy yet.
",5.0
B0B465NXX3,R150O17E5H9XN9,"
Good price, good action
","
This makes a very nice compact kit, they basically threw the hooks and the drop shots in the package with the worms so if you take a pack or two of worms in your pocket you basically have a whole day worth of drop shotting. That’s nice if you would like to travel light.I haven’t had a chance to finish them, but the plastic seems to be extremely soft which is exactly what you would want… Things are a little snowy and bleak here right now but can’t wait to try these in the spring,
",5.0
B0B465NXX3,RJJAK55JTCMZN,"
Great worms for a good price
","
I like that these come with the drop weights included.The worms look good and aren't too rigid, and the coloring is a good mix (consistent coloring).These are nice for the price.
",5.0
B0B465NXX3,R2AMSCVK8JC9YY,"
Bass go for worms worked with a drop shot
","
I've been using this technique successfully for several years. My tackle box was stolen and I am restocking a new one. These worms look much like any other and the price is right, so into my box they go as I get prepared for next spring's fishing.
",5.0
B0B465NXX3,RE1NEQK9VPB7W,"
Perfect to just grab and hit the water.
","
These are exactly like they look in the picture. I thought the color might vary a little but it’s good. Comes in a package that seals back up and has the drop shot weights right in the package to keep it all together. Nice and easy to just grab it and go.
",5.0
B0B465NXX3,RREHM83KO7AMV,"
Looks good
","
It's as advertised, no complaints. Arrived in two days.
",5.0
B0B465NXX3,R3UQMAB4GSWL8,"
This Is a Great Bait Set!!!
","
I've been working on putting together some freshwater tackle for when one of my grandsons comes to visit and we go out to some of the lakes to fish. This is a really nice bait setup complete with hooks and artificial worms. I have no doubt we'll have success catching some bass when the state restocks the lakes in the spring.
",5.0
B0B465NXX3,R2TQMV7NT0VS4Y,"
I Need These
","
A tackle box is never full. You can always use something else. I recommend considering these.I have never used drop shot techniques that much. However, I think that's because I never had something like this. Everything you need is in one handy pack for a very reasonable price. I am now hooked...ahem...The quality is good and you have a wide choice of colors depending on your conditions. Great product.
",5.0
B0B465NXX3,R3KIGJIYF7U7PL,"
It works
","
I like the baits and weights, but the hooks are terrible. The baits look good in the water, they float just enough that a little wind on the water makes them wiggle. The weights come through grass and structure pretty well. I caught a small bass on the rig though, and my hook was bent out a bit. Anything substantial and I would have lost lost the fish. The hooks are just too thin a wire. That's why I gave it 3 stars
",3.0
B0B465NXX3,R1N8RCIYNH1CKJ,"
Fire!!!
","
Great stuff! Good quality. Perfect for a crappie rig. Buy it!!
",5.0
B0B465NXX3,R28OIOTVHWK8RW,"
Great set
","
Nice little set of lures, great addition to any tacklebox.
",5.0
B0B465NXX3,R3CFVN97TGHENG,"
Good value
","
Good product for the money. Won't be able to use till this spring, but they feel like they will hold up nicely.
",5.0
B0B465NXX3,R2MBVLDBY99WTI,"
Inexpensive
","
This is an inexpensive way to purchase plastic worms, hooks, and weight.....if you only want a single color.  The quality is good and it gives you everything needed except the pole.  It comes with a resealable bag which is adequate for storage.
",5.0
B0B465NXX3,R2PIJ8LEOMPEWD,"
Love um
","
And the bass do too used a whole pack in one trip
",5.0
B0B465NXX3,R2NI058DEV55PA,"
Inconsistency with colors
","
I had a chance to do some shore fishing for bass in Alabama, and decided to try these rubber worms. While construction, length and width were all fine, there was poor color and glitter consistency within them. A few had light, almost white bellies and others had medium to dark ones.  Some worms had light sparkle flakes, two had a mix of light and blue, and one had hardly any glitter flakes at all.  Overall, the worms had great action. The included hooks and weights were also adequate
",2.0
B093BJLSGN,R1YBIWHYZ17ZLI,"
Different Action Weightless Than Most Finesse Worms
","
I always use Zoom finesse worms, but I found some of these on sale and decided to give them a try.  They're fairly similar to most other straight finesse worms, but they're slightly on the greasy/oily side of most soft plastics.  I caught a few fish using it as a drop shot bait, and then I went sight fishing with one weightless on a #1 Owner Covershot.Weightless ,instead of a 'flat' type of motion (i.e., the way a senko falls) the worm sinks nose down.  It has a moderate to fast fall rate, and the tail generally stands up on the bottom for 10-20 seconds before falling over.  I caught a few decent ones using it weightless, although I think the nose-forwards fall is a specific type of presentation, and the more regular type is probably suited for most general situations.
",5.0
B093BJLSGN,R2AJVILG17W678,"
Works and the price is right
","
Catches fish, good value and available
",4.0
B093BJLSGN,R2G2INXGG2Z4UQ,"
Excellent bait
","
It's a bass buster!
",5.0
B093BJLSGN,R3TS7YNBUAAZTA,"
Well as expected
","
Product as shown!
",5.0
B09H5RP7MC,R31I45O6JK2VOH,"
Good for the price and they catch fish
","
They do have a weird smell and are slimy but after i wiped them off and aired them out a little they weren't as bad.
",4.0
B09H5RP7MC,R2X8K7Y469JLP8,"
All of them hit.
","
I like them all. Got me a new PB bowfin off one of them. Wish they sell them separately though. Instead of just the variety pack
",5.0
B09H5RP7MC,R2P1ANORXYVENS,"
Quality
","
The quality and color of the lures look good. Now this weekend I will get the fish's  opinion.
",5.0
B09H5RP7MC,R2GMIZP4BEPOFN,"
Could use better colors. Dark…….. not so popular with the bass.
","
They work fine, but of the 5 colors, only 2 will work I’ll assure you.
",5.0
B09H5RP7MC,R38F1PA8IGAUIQ,"
Nice Variety Kit
","
Like the storage kit with the multiple colors.  Very similar to Zoom Super Fluke Jr. But slightly more expensive I think.  All-in-all, they're good at what they're designed for and the variety in a small kit is very nice. Would recommend.
",5.0
B09H5RP7MC,R3S9OEMBZKP7KO,"
Beautiful color patterns, Quality hook rigs. A+
","
Absolutely Love the hook rigs included, makes for a Very Realistic presentation. The color patterns are beautiful and effective. Jerk Baits are nice quality and durable! Highly recommend these and I'm Sure I'll be buying more!
",5.0
B09H5RP7MC,RSEDK99XUKAMX,"
Good ones
","
This is a nice set of Jerkbaits. Good color variety for all weather conditions. Good Quality. Better than most.They have good action going through the water. Please hit the like button if this review helps.
",5.0
B09H5RP7MC,RLEQXGIPKTFET,"
Pretty Nice Set
","
Honestly, this is a pretty nice set of fluke baits.  They have great colors and you get a good amount.  The hooks nice...the top is flat, with more of a belly bottom.  Actually seem higher quality than some of the rando sets of hooks I've gotten off Amazon in the past.  For what you get, it's a decent buy if you like to throw flukes.
",5.0
B09H5RP7MC,R115TAGHO0RJSG,"
Great!
","
I love the colors and the great quality of these paddle tail swim baits. They are going to be perfect for fishing my local lake! they feel of great quality and have a slightly scented smell! Great swiming action with an oversized paddle! Love it! Can't get any better for the amazing price!
",5.0
B09H5RP7MC,R2KE4T4PNB3Y86,"
Flat out catches fish
","
Great colors, great action, I've caught fish on a spinner bait, chatter bait, & a swim jig in three different colors. Will buy these again when I run out.
",5.0
B09H5RP7MC,R2WEQ8BY99PNAN,"
A few work really well
","
I've found the bass colored & the black/ blue flake work great for muskie, largemouth,  and smallies. I haven't had any luck with the other colors.
",4.0
B09H5RP7MC,RXRUNORI97PJU,"
Look and feel good
","
Pretty basic flukes should work
",5.0
B09H5RP7MC,R3BILZ61ZP89UJ,"
good product, good color selection,, good value.
","
perfect color selection for varied water conditions for bass. Great bait fished weightless and slow twitched with a EWG heavy hook.
",5.0
B09H5RP7MC,R39KIJ6PNYWHD7,-,"
EXELENTE  EN EL AGUA MUY ATRACTIVO PARA LAS LOBINAS  NO FAYA.
",5.0
B07H9Q88M8,R2GT67DVTLO3U9,"
Good
","
Yumm
",5.0
B07H9Q88M8,R2D8IK4PEPQXUE,"
Great 👍🏼
","
These work great was catching all kinds of species it just makes him want to bite
",5.0
B07H9Q88M8,R1EPVBSTEVD29S,"
Color is not the right color it says
","
Horrible item not at all the color it says
",1.0
B07H9Q88M8,R7YCK4LZ7A6XQ,-,"
Buenos señuelos los compre en oferta, son pequeños
",5.0
B0982PVT38,R2JXQ4NNKDKCQB,"
Good skirts
","
At first didn't think much of this product, but after a few bottom fishing trips I notice the I was catching more fish when using these skirts. So now all my bottom  Riggs have them.
",5.0
B0982PVT38,R2KUOGTAQBAJ50,"
Good quality
","
Quality product at a great price.Timely delivery!!!!
",5.0
B09XF9DPS4,R21LO020QWLXEL,"
Well made, my area seems tough for these
","
They are well made a alot of action, my fishing spots just seem less effected by these. Mostly my technique I'm sure.
",3.0
B09XF9DPS4,RDN6SSZYWFI90,"
Pieces missing
","
This is supposed to be a 24pc set. Arrived missing 2 pieces. Was to be given as a gift, now incomplete.
",3.0
B09XF9DPS4,R1YS544CJ5PTM7,"
No trabaja como lo ponen en el video
","
No me gustó no fue lo que vi
",1.0
B09XF9DPS4,RQJW7DKMGCBUE,"
These are not as good as the add
","
The hook goes inside of the eyelet and hangs in folded position. It should come with hooks used in add
",5.0
B07DYV4N3T,RQYJOBJ2843D,"
Only came with mold. It is not a kit. Very misleading
","
Misleading. Now I have to get and injector and melting cup. Something I’m my guy told me this was too good to be true
",1.0
B07DYV4N3T,R34LHNQRVNAF30,"
Only got the mold not the injector
","
Thought we were getting the mold and the injector. It was only the mold.
",1.0
B07DYV4N3T,R2C1FPF126BNT2,"
The Great One
","
It's easy to use and very fast.
",5.0
B07DYV4N3T,R2IUJMJQP1FN6K,"
Another great product
","
You will not waste your money on these molds, well built and produces great lures.
",5.0
B08WKF4F1K,RCCTU99EFYO0K,"
Four Stars
","
Good if you know what to do with it
",4.0
B08WKF4F1K,R2AZBNXATQ15DA,"
Four Stars
","
good bait
",4.0
B08WKF4F1K,R3AMZQT5NYEP5,"
Four Stars
","
Good bait
",4.0
B095K9FBC4,RN064SYKLC33,"
Fish catching lure.
","
Used these on a Canadian fishing trip. Of all the different boot tails in my kit these were the most productive. Walleyes hit these with vigor. They have good tail action and a subtle wooble that appealed to the fish. Slow trolled them on a 3/8 oz jighead.
",5.0
B095K9FBC4,R232DITB6OLE2F,"
Works great
","
Caught fish with it, I'm happy.
",5.0
B095K9FBC4,R249L0HHJXJ5RP,"
Over packed.
","
Swim baits are my number one go to, so I decided to try these, since they had a variety of colors.Overall I'm satisfied with the choice of colors, but they were so overpacked into a small container that some of the tails were deformed which makes them almost useless.It would have been much better if the box had been deeper or even double sided, and being a bit wider would have prevented the tails from getting scrunched.
",3.0
B095K9FBC4,R1YREE4732INFE,-,"
They seem to do ok , not much action for the other colours except the green ones . The bass like to smash those for whatever reason . Should put more of those in the package
",4.0
B095K9FBC4,R8UQTKUVYCGIT,-,"
This was the best 👌
",5.0
B095K9FBC4,R29WQ4T12E19XU,-,"
Ready for next season
",5.0
B095K9FBC4,RZMSL7KHT8HT0,-,"
Do you look good they say good size I can’t wait to try them out
",3.0
B095K9FBC4,RE4MPLVJNP0R2,-,"
I haven't had a chance to fish these yet but they are smaller than I expected and feel very fragile. I expect the fish will tear these up pretty easily.Good colors though!
",3.0
